"Page URL"	"Page title"	"Page HTTP code"	"UR"	"First seen"	"Last crawled"	"Last attempt"
"https://juan-tech.com/en/blog/general/schema-markup-guide"	"Schema Markup Guide with JSON-LD Examples (Product, Article, etc.)"	"200"	"0"	"2026-03-30 18:11:16"	"2026-03-30 21:09:21"	"2026-03-30 21:09:21"
"https://juan-tech.com/contact"	"Contacto — Juan Carlos Angulo"	"200"	"0"	"2026-02-06 23:50:21"	"2026-03-30 19:40:28"	"2026-03-30 19:40:28"
"https://juan-tech.com/blog/tech-seo/schema-markup-guide"	"Schema Markup 2026: Guía JSON-LD, Rich Snippets y SGE"	"200"	"0"	"2026-03-30 13:12:07"	"2026-03-30 17:16:00"	"2026-03-30 17:16:00"
"https://juan-tech.com/blog/tech-seo/nextjs-seo-optimization"	"Next.js 15 SEO: Guía Completa de App Router y Metadata API"	"200"	"0"	"2026-03-30 07:42:28"	"2026-03-30 13:12:07"	"2026-03-30 13:12:07"
"https://juan-tech.com/blog/tech-seo/ssr-vs-csr-seo"	"SSR vs CSR para SEO: Comparativa técnica y Guía 2026"	"200"	"0"	"2026-03-30 07:42:28"	"2026-03-30 11:17:56"	"2026-03-30 11:17:56"
"https://juan-tech.com/blog/tech-seo/web-performance-guide"	"Web Performance 2026: Guía Maestra de Velocidad y Optimización Técnica"	"200"	"0"	"2026-03-30 03:36:48"	"2026-03-30 07:42:28"	"2026-03-30 07:42:28"
"https://juan-tech.com/en/blog/seo/guia-keyword-research"	"Keyword Research 2026: Advanced Guide with NLP and Python"	"200"	"0"	"2026-03-29 18:54:53"	"2026-03-29 23:48:26"	"2026-03-29 23:48:26"
"https://juan-tech.com/en/blog/seo/redaccion-seo"	"SEO Writing for AI (2026): Writing Guide for SGE and GEO"	"200"	"0"	"2026-03-29 18:54:53"	"2026-03-29 22:00:58"	"2026-03-29 22:00:58"
"https://juan-tech.com/en/blog/general/tablas-hash"	"Tablas hash: Estructuras clave para un manejo eficiente de datos"	"200"	"0"	"2026-03-29 16:05:36"	"2026-03-29 20:47:54"	"2026-03-29 20:47:54"
"https://juan-tech.com/case-studies"	""	"200"	"0"	"2026-02-06 23:50:21"	"2026-03-29 17:01:52"	"2026-03-29 17:01:52"
"https://juan-tech.com/en/contact"	"Contact — Juan Carlos Angulo"	"200"	"0"	"2026-03-03 22:15:12"	"2026-03-29 16:05:36"	"2026-03-29 16:05:36"
"https://juan-tech.com/blog/seo/enlaces-internos-guia"	"Estrategia de Enlaces Internos 2026: Guía de Topic Clusters y NLP"	"200"	"0"	"2026-03-28 11:29:57"	"2026-03-28 19:47:39"	"2026-03-28 19:47:39"
"https://juan-tech.com/sitemap.xml"	""	"200"	"0"	"2026-02-06 23:50:21"	"2026-03-26 02:17:10"	"2026-03-26 02:17:10"
"https://juan-tech.com/case-studies/undefined"	""	"307"	"0"	"2026-02-01 02:12:12"	"2026-02-01 04:44:53"	"2026-03-26 00:25:24"
"https://juan-tech.com/en/blog/general/ssr-vs-csr-seo"	""	"404"	"0"	"2026-02-14 08:03:21"	"2026-03-25 02:17:35"	"2026-03-25 02:17:35"
"https://juan-tech.com/en/blog/general/web-performance-guide"	""	"404"	"0"	"2026-02-14 08:03:21"	"2026-03-24 22:07:39"	"2026-03-24 22:07:39"
"https://juan-tech.com/en/blog/general/xml-sitemap-automation"	""	"404"	"0"	"2026-02-14 08:03:21"	"2026-03-24 17:57:26"	"2026-03-24 17:57:26"
"https://juan-tech.com/works"	""	"307"	"0"	"2026-02-06 23:50:21"	"2026-03-24 05:37:12"	"2026-03-24 05:37:12"
"https://juan-tech.com/en/blog/general/test-sync-post"	""	"404"	"0"	"2026-02-14 08:03:21"	"2026-03-23 22:10:06"	"2026-03-23 22:10:06"
"https://juan-tech.com/blog/cs-fundamentals/programacion-dinamica"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-03-23 02:39:31"	"2026-03-23 02:39:31"
"https://juan-tech.com/blog/general/test-sync-post"	""	"404"	"0"	"2026-02-13 20:43:49"	"2026-03-23 00:01:50"	"2026-03-23 00:01:50"
"https://juan-tech.com/blog/cs-fundamentals/complejidad-algoritmica"	""	"404"	"0"	"2026-02-11 08:26:39"	"2026-03-22 23:22:21"	"2026-03-22 23:22:21"
"https://juan-tech.com/blog/cs-fundamentals/arboles-binarios"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-03-22 22:16:11"	"2026-03-22 22:16:11"
"https://juan-tech.com/blog/general/post-integration-1761245424003"	""	"404"	"0"	"2025-12-17 18:36:29"	"2026-03-22 20:18:57"	"2026-03-22 20:18:57"
"https://juan-tech.com/en/blog/seo/estrategia-topic-clusters"	""	"404"	"0"	"2026-03-22 08:47:59"	"2026-03-22 12:01:58"	"2026-03-22 12:01:58"
"https://juan-tech.com/blog/seo/estrategia-topic-clusters"	""	"404"	"0"	"2026-03-21 01:33:40"	"2026-03-21 14:19:43"	"2026-03-21 14:19:43"
"https://juan-tech.com/blog/seo/redaccion-seo"	""	"404"	"0"	"2026-03-21 01:33:40"	"2026-03-21 04:56:06"	"2026-03-21 04:56:06"
"https://juan-tech.com/case-studies/cs-integration-1761204266862"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 23:11:28"	"2026-03-19 17:52:55"
"https://juan-tech.com/case-studies/cs-integration-1761236876352"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 20:09:32"	"2026-03-19 16:22:45"
"https://juan-tech.com/blog/tech-seo/core-web-vitals-guide"	""	"404"	"0"	"2026-02-11 08:26:39"	"2026-03-18 21:13:10"	"2026-03-18 21:13:10"
"https://juan-tech.com/blog/general/ssr-vs-csr-seo"	""	"404"	"0"	"2026-02-13 20:43:49"	"2026-03-18 10:24:18"	"2026-03-18 10:24:18"
"https://juan-tech.com/blog/general/faq-test"	""	"404"	"0"	"2026-02-15 04:05:39"	"2026-03-17 11:24:52"	"2026-03-17 11:24:52"
"https://juan-tech.com/blog/general/web-performance-guide"	""	"404"	"0"	"2026-02-13 20:43:49"	"2026-03-17 09:08:02"	"2026-03-17 09:08:02"
"https://juan-tech.com/blog/general/xml-sitemap-automation"	""	"404"	"0"	"2026-02-13 20:43:49"	"2026-03-16 21:13:48"	"2026-03-16 21:13:48"
"https://juan-tech.com/en/blog/general/mejores-cursos-seo-en-espa%C3%B1ol"	""	"404"	"0"	"2026-03-16 06:58:44"	"2026-03-16 10:22:55"	"2026-03-16 10:22:55"
"https://juan-tech.com/blog/general/mejores-cursos-seo-en-espa%C3%B1ol"	""	"404"	"0"	"2026-03-14 06:11:33"	"2026-03-14 09:22:50"	"2026-03-14 09:22:50"
"https://juan-tech.com/en/"	""	"308"	"0"	"2026-02-14 12:49:31"	"2026-03-10 11:07:14"	"2026-03-10 11:07:14"
"https://juan-tech.com/blog/hello-world"	""	"404"	"0"	"2025-12-18 01:05:43"	"2026-03-07 18:49:13"	"2026-03-07 18:49:13"
"https://juan-tech.com/blog/general/post-integration-1761248988479"	""	"404"	"0"	"2025-12-17 14:17:26"	"2026-03-07 12:47:24"	"2026-03-07 12:47:24"
"https://juan-tech.com/blog/699fbbd685c4d06596d9abb9/normalizacion-bases-datos"	""	"404"	"0"	"2026-02-26 11:19:01"	"2026-03-07 10:29:27"	"2026-03-07 10:29:27"
"https://juan-tech.com/blog/699fbbd185c4d06596d9abb2/diseno-bases-datos"	""	"404"	"0"	"2026-02-26 11:19:01"	"2026-03-07 09:49:35"	"2026-03-07 09:49:35"
"https://juan-tech.com/blog/699fbbaa85c4d06596d9ab9f/algoritmos-estructuras-datos"	""	"404"	"0"	"2026-02-26 11:19:01"	"2026-03-07 06:54:11"	"2026-03-07 06:54:11"
"https://juan-tech.com/blog/699fbbc085c4d06596d9abab/big-o-notation"	""	"404"	"0"	"2026-02-26 11:19:01"	"2026-03-07 06:04:31"	"2026-03-07 06:04:31"
"https://juan-tech.com/blog/general/post-integration-1761235714145"	""	"404"	"0"	"2025-12-17 18:36:29"	"2026-03-07 04:59:15"	"2026-03-07 04:59:15"
"https://juan-tech.com/blog/general/post-integration-1761236739871"	""	"404"	"0"	"2025-12-17 18:36:29"	"2026-03-07 04:43:17"	"2026-03-07 04:43:17"
"https://juan-tech.com/en/blog/general/nextjs-seo-optimization"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-07 04:27:25"	"2026-03-07 04:27:25"
"https://juan-tech.com/blog/general/post-integration-1761236876942"	""	"404"	"0"	"2025-12-17 18:36:29"	"2026-03-07 04:11:52"	"2026-03-07 04:11:52"
"https://juan-tech.com/blog/general/digital-horizons"	""	"404"	"0"	"2025-12-17 14:17:26"	"2026-03-07 03:55:56"	"2026-03-07 03:55:56"
"https://juan-tech.com/blog/698f8ac431181a15a3065d3e/core-web-vitals-guide"	""	"404"	"0"	"2026-02-26 10:53:25"	"2026-03-07 03:40:26"	"2026-03-07 03:40:26"
"https://juan-tech.com/blog/general/hello-world"	""	"404"	"0"	"2025-12-17 14:17:26"	"2026-03-07 00:57:33"	"2026-03-07 00:57:33"
"https://juan-tech.com/blog/698f8ac631181a15a3065d3f/core-web-vitals-guide"	""	"404"	"0"	"2026-02-26 10:47:27"	"2026-03-07 00:39:44"	"2026-03-07 00:39:44"
"https://juan-tech.com/blog/698f8ac631181a15a3065d3f/ssr-vs-csr-seo"	""	"404"	"0"	"2026-02-26 10:47:27"	"2026-03-07 00:21:51"	"2026-03-07 00:21:51"
"https://juan-tech.com/blog/698f8ac431181a15a3065d3e/non-developers-guide"	""	"404"	"0"	"2026-02-14 06:50:43"	"2026-03-07 00:03:24"	"2026-03-07 00:03:24"
"https://juan-tech.com/blog/698f8abe31181a15a3065d3b/algoritmos-estructuras-datos"	""	"404"	"0"	"2026-02-14 06:50:43"	"2026-03-06 23:42:03"	"2026-03-06 23:42:03"
"https://juan-tech.com/blog/698f8abf31181a15a3065d3c/big-o-notation"	""	"404"	"0"	"2026-02-14 06:50:43"	"2026-03-06 22:35:43"	"2026-03-06 22:35:43"
"https://juan-tech.com/blog/698f8ac631181a15a3065d3f/tech-seo-guide"	""	"404"	"0"	"2026-02-14 06:50:43"	"2026-03-06 19:01:30"	"2026-03-06 19:01:30"
"https://juan-tech.com/api/media/file/Cresory%252520Logo-80x66.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-06 16:19:55"	"2026-03-06 16:19:55"
"https://juan-tech.com/api/media/file/Cresory%2520Logo-80x66.avif"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-06 10:54:17"	"2026-03-06 10:54:17"
"https://juan-tech.com/api/media/file/Estylopia%252520logo-80x30.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-06 06:55:04"	"2026-03-06 06:55:04"
"https://juan-tech.com/api/media/file/Luxembourg%252520Philharmonie%252520Logo%2525202023-80x54.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-06 06:25:23"	"2026-03-06 06:25:23"
"https://juan-tech.com/api/media/file/Estylopia%2520logo-80x30.avif"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-06 04:47:21"	"2026-03-06 04:47:21"
"https://juan-tech.com/api/media/file/Luxembourg%2520Philharmonie%2520Logo%25202023-80x54.avif"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-06 04:16:57"	"2026-03-06 04:16:57"
"https://juan-tech.com/en/blog/general/payloadcms-seo"	""	"404"	"0"	"2026-02-26 09:27:35"	"2026-03-06 02:15:10"	"2026-03-06 02:15:10"
"https://juan-tech.com/blog/general/nextjs-seo-optimization"	""	"404"	"0"	"2026-02-26 09:55:48"	"2026-03-06 00:29:03"	"2026-03-06 00:29:03"
"https://juan-tech.com/blog/general/non-developers-guide"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-03-05 20:36:53"	"2026-03-05 20:36:53"
"https://juan-tech.com/api/media/file/Aprendoseo%252520Logo-1.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-05 18:54:47"	"2026-03-05 18:54:47"
"https://juan-tech.com/api/media/file/Cresory%252520Logo.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-05 16:40:33"	"2026-03-05 16:40:33"
"https://juan-tech.com/api/media/file/Estylopia%252520logo.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-05 08:27:52"	"2026-03-05 08:27:52"
"https://juan-tech.com/api/media/file/Luxembourg%252520Philharmonie%252520Logo%2525202023.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-05 06:36:38"	"2026-03-05 06:36:38"
"https://juan-tech.com/api/media/file/Pro%252520Torque%252520Diesel%252520Logo.avif"	""	"404"	"0"	"1970-01-01 00:00:00"	"2026-03-04 19:11:13"	"2026-03-04 19:11:13"
"https://juan-tech.com/api/media/file/juan-angulo-portrait-1-600x800.avif"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-04 18:48:23"	"2026-03-04 18:48:23"
"https://juan-tech.com/api/media/file/juan-angulo-portrait-1-80x107.avif"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-04 18:26:33"	"2026-03-04 18:26:33"
"https://juan-tech.com/favicon.ico"	""	"200"	"0"	"1970-01-01 00:00:00"	"2026-03-04 16:50:42"	"2026-03-04 16:50:42"
"https://juan-tech.com/blog/"	""	"308"	"0"	"2026-03-04 06:54:43"	"2026-03-04 14:27:35"	"2026-03-04 14:27:35"
"https://juan-tech.com/posts"	""	"308"	"0"	"2025-12-17 14:17:26"	"2026-03-04 06:54:43"	"2026-03-04 06:54:43"
"https://juan-tech.com/en/blog/tech-seo/non-developers-guide"	""	"404"	"0"	"2026-02-14 12:30:31"	"2026-03-04 05:02:10"	"2026-03-04 05:02:10"
"https://juan-tech.com/en/blog/general/first-post"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-03-04 04:30:50"	"2026-03-04 04:30:50"
"https://juan-tech.com/en/blog/general/tech-seo-guide"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-03-04 02:34:39"	"2026-03-04 02:34:39"
"https://juan-tech.com/en/blog/cs-fundamentals/algoritmos-estructuras-datos"	""	"404"	"0"	"2026-02-14 12:30:31"	"2026-03-03 21:21:19"	"2026-03-03 21:21:19"
"https://juan-tech.com/en/blog/cs-fundamentals/big-o-notation"	""	"404"	"0"	"2026-02-14 12:30:31"	"2026-03-03 19:57:57"	"2026-03-03 19:57:57"
"https://juan-tech.com/blog/general/first-post"	""	"404"	"0"	"2026-02-22 03:40:44"	"2026-03-03 19:31:47"	"2026-03-03 19:31:47"
"https://juan-tech.com/en/blog/general/core-web-vitals-guide"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-03-03 19:04:43"	"2026-03-03 19:04:43"
